"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"BAZ1A","Approved symbol","BAZ1A","bromodomain adjacent to zinc finger domain 1A","HGNC:960","14q13.1-q13.2"
"BBC3","Approved symbol","BBC3","BCL2 binding component 3","HGNC:17868","19q13.32"
"BBS1","Approved symbol","BBS1","Bardet-Biedl syndrome 1","HGNC:966","11q13.2"
"BBS10","Approved symbol","BBS10","Bardet-Biedl syndrome 10","HGNC:26291","12q21.2"
"BBS12","Approved symbol","BBS12","Bardet-Biedl syndrome 12","HGNC:26648","4q27"
"BBS2","Approved symbol","BBS2","Bardet-Biedl syndrome 2","HGNC:967","16q13"
"BBS4","Approved symbol","BBS4","Bardet-Biedl syndrome 4","HGNC:969","15q24.1"
"BBS5","Approved symbol","BBS5","Bardet-Biedl syndrome 5","HGNC:970","2q31.1"
"BBS7","Approved symbol","BBS7","Bardet-Biedl syndrome 7","HGNC:18758","4q27"
"BBS9","Approved symbol","BBS9","Bardet-Biedl syndrome 9","HGNC:30000","7p14.3"
"BCKDHA","Approved symbol","BCKDHA","branched chain keto acid dehydrogenase E1 subunit alpha","HGNC:986","19q13.2"
"BCKDHB","Approved symbol","BCKDHB","branched chain keto acid dehydrogenase E1 subunit beta","HGNC:987","6q14.1"
"BCL10","Approved symbol","BCL10","BCL10 immune signaling adaptor","HGNC:989","1p22.3"
"BCL11A","Approved symbol","BCL11A","BCL11 transcription factor A","HGNC:13221","2p16.1"
"BCL11B","Approved symbol","BCL11B","BCL11 transcription factor B","HGNC:13222","14q32.2"
"BCL2","Approved symbol","BCL2","BCL2 apoptosis regulator","HGNC:990","18q21.33"
"BCL2L1","Approved symbol","BCL2L1","BCL2 like 1","HGNC:992","20q11.21"
"BCL2L11","Approved symbol","BCL2L11","BCL2 like 11","HGNC:994","2q13"
"BCL2L12","Approved symbol","BCL2L12","BCL2 like 12","HGNC:13787","19q13.33"
"BCL2L2","Approved symbol","BCL2L2","BCL2 like 2","HGNC:995","14q11.2"
"BCL3","Approved symbol","BCL3","BCL3 transcription coactivator","HGNC:998","19q13.32"
"BCL6","Approved symbol","BCL6","BCL6 transcription repressor","HGNC:1001","3q27.3"
"BCL7A","Approved symbol","BCL7A","BAF chromatin remodeling complex subunit BCL7A","HGNC:1004","12q24.31"
"BCL9","Approved symbol","BCL9","BCL9 transcription coactivator","HGNC:1008","1q21.2"
"BCL9L","Approved symbol","BCL9L","BCL9 like","HGNC:23688","11q23.3"
"BCLAF1","Approved symbol","BCLAF1","BCL2 associated transcription factor 1","HGNC:16863","6q23.3"
"BCO1","Approved symbol","BCO1","beta-carotene oxygenase 1","HGNC:13815","16q23.2"
"BCOR","Approved symbol","BCOR","BCL6 corepressor","HGNC:20893","Xp11.4"
"BCORL1","Approved symbol","BCORL1","BCL6 corepressor like 1","HGNC:25657","Xq26.1"
"BCR","Approved symbol","BCR","BCR activator of RhoGEF and GTPase","HGNC:1014","22q11.23"
"BDNF","Approved symbol","BDNF","brain derived neurotrophic factor","HGNC:1033","11p14.1"
"BEAN1","Approved symbol","BEAN1","brain expressed associated with NEDD4 1","HGNC:24160","16q21"
"BEST1","Approved symbol","BEST1","bestrophin 1","HGNC:12703","11q12.3"
"BIN1","Approved symbol","BIN1","bridging integrator 1","HGNC:1052","2q14.3"
"BIRC3","Approved symbol","BIRC3","baculoviral IAP repeat containing 3","HGNC:591","11q22.2"
"BIRC6","Approved symbol","BIRC6","baculoviral IAP repeat containing 6","HGNC:13516","2p22.3"
"BLK","Approved symbol","BLK","BLK proto-oncogene, Src family tyrosine kinase","HGNC:1057","8p23.1"
"BLM","Approved symbol","BLM","BLM RecQ like helicase","HGNC:1058","15q26.1"
"BLNK","Approved symbol","BLNK","B cell linker","HGNC:14211","10q24.1"
"BLOC1S3","Approved symbol","BLOC1S3","biogenesis of lysosomal organelles complex 1 subunit 3","HGNC:20914","19q13.32"
"BLOC1S6","Approved symbol","BLOC1S6","biogenesis of lysosomal organelles complex 1 subunit 6","HGNC:8549","15q21.1"
"BLVRA","Approved symbol","BLVRA","biliverdin reductase A","HGNC:1062","7p13"
"BMP15","Approved symbol","BMP15","bone morphogenetic protein 15","HGNC:1068","Xp11.22"
"BMP4","Approved symbol","BMP4","bone morphogenetic protein 4","HGNC:1071","14q22.2"
"BMP5","Approved symbol","BMP5","bone morphogenetic protein 5","HGNC:1072","6p12.1"
"BMPR1A","Approved symbol","BMPR1A","bone morphogenetic protein receptor type 1A","HGNC:1076","10q23.2"
"BMPR2","Approved symbol","BMPR2","bone morphogenetic protein receptor type 2","HGNC:1078","2q33.1-q33.2"
"BRAF","Approved symbol","BRAF","B-Raf proto-oncogene, serine/threonine kinase","HGNC:1097","7q34"
"BRCA1","Approved symbol","BRCA1","BRCA1 DNA repair associated","HGNC:1100","17q21.31"
"BRCA2","Approved symbol","BRCA2","BRCA2 DNA repair associated","HGNC:1101","13q13.1"
"BRCC3","Approved symbol","BRCC3","BRCA1/BRCA2-containing complex subunit 3","HGNC:24185","Xq28"
"BRCC3","Alias symbol","DEPDC1B","DEP domain containing 1B","HGNC:24902","5q12.1"
"BRD3","Approved symbol","BRD3","bromodomain containing 3","HGNC:1104","9q34.2"
"BRD4","Approved symbol","BRD4","bromodomain containing 4","HGNC:13575","19p13.12"
"BRIP1","Approved symbol","BRIP1","BRCA1 interacting DNA helicase 1","HGNC:20473","17q23.2"
"BRSK1","Approved symbol","BRSK1","BR serine/threonine kinase 1","HGNC:18994","19q13.42"
"BRWD3","Approved symbol","BRWD3","bromodomain and WD repeat domain containing 3","HGNC:17342","Xq21.1"
"BSCL2","Approved symbol","BSCL2","BSCL2 lipid droplet biogenesis associated, seipin","HGNC:15832","11q12.3"
"BSN","Approved symbol","BSN","bassoon presynaptic cytomatrix protein","HGNC:1117","3p21.31"
"BSND","Approved symbol","BSND","barttin CLCNK type accessory subunit beta","HGNC:16512","1p32.3"
"BTBD9","Approved symbol","BTBD9","BTB domain containing 9","HGNC:21228","6p21.2"
"BTD","Approved symbol","BTD","biotinidase","HGNC:1122","3p25.1"
"BTG1","Approved symbol","BTG1","BTG anti-proliferation factor 1","HGNC:1130","12q21.33"
"BTG2","Approved symbol","BTG2","BTG anti-proliferation factor 2","HGNC:1131","1q32.1"
"BTK","Approved symbol","BTK","Bruton tyrosine kinase","HGNC:1133","Xq22.1"
"BTLA","Approved symbol","BTLA","B and T lymphocyte associated","HGNC:21087","3q13.2"
"BTNL2","Approved symbol","BTNL2","butyrophilin like 2","HGNC:1142","6p21.32"
"BUB1B","Approved symbol","BUB1B","BUB1 mitotic checkpoint serine/threonine kinase B","HGNC:1149","15q15.1"
"BUD13","Approved symbol","BUD13","BUD13 spliceosome associated protein","HGNC:28199","11q23.3"
"C15orf65","Previous symbol","PIERCE2","piercer of microtubule wall 2","HGNC:44654","15q21.3"
"C1QTNF5","Approved symbol","C1QTNF5","C1q and TNF related 5","HGNC:14344","11q23.3"
"C1QTNF5","Alias symbol","MFRP","membrane frizzled-related protein","HGNC:18121","11q23.3"
"C1orf141","Approved symbol","C1orf141","chromosome 1 open reading frame 141","HGNC:32044","1p31.3"
"C2orf16","Previous symbol","SPATA31H1","SPATA31 subfamily H member 1","HGNC:25275","2p23.3"
"C3","Approved symbol","C3","complement C3","HGNC:1318","19p13.3"
"C4A","Approved symbol","C4A","complement C4A (Chido/Rodgers blood group)","HGNC:1323","6p21.33"
"C4B","Approved symbol","C4B","complement C4B (Chido/Rodgers blood group)","HGNC:1324","6p21.33"
"C4B","Alias symbol","C4A","complement C4A (Chido/Rodgers blood group)","HGNC:1323","6p21.33"
"C4B_2","Approved symbol","C4B_2","complement component 4B (Chido/Rodgers blood group), copy 2","HGNC:42398","6p21.3 alternate reference locus"
"C6orf15","Approved symbol","C6orf15","chromosome 6 open reading frame 15","HGNC:13927","6p21.33"
"C6orf223","Previous symbol","LINC03040","long intergenic non-protein coding RNA 3040","HGNC:28692","6p21.1"
"C7orf69","Previous symbol","PKD1L1-AS1","PKD1L1 antisense RNA 1","HGNC:21911","7p12.3"
"C9orf72","Approved symbol","C9orf72","C9orf72-SMCR8 complex subunit","HGNC:28337","9p21.2"
"CA2","Approved symbol","CA2","carbonic anhydrase 2","HGNC:1373","8q21.2"
"CA4","Approved symbol","CA4","carbonic anhydrase 4","HGNC:1375","17q23.1"
"CACNA1A","Approved symbol","CACNA1A","calcium voltage-gated channel subunit alpha1 A","HGNC:1388","19p13.13"
"CACNA1C","Approved symbol","CACNA1C","calcium voltage-gated channel subunit alpha1 C","HGNC:1390","12p13.33"
"CACNA1D","Approved symbol","CACNA1D","calcium voltage-gated channel subunit alpha1 D","HGNC:1391","3p21.1"
"CACNA1F","Approved symbol","CACNA1F","calcium voltage-gated channel subunit alpha1 F","HGNC:1393","Xp11.23"
"CACNA1H","Approved symbol","CACNA1H","calcium voltage-gated channel subunit alpha1 H","HGNC:1395","16p13.3"
"CACNA1S","Approved symbol","CACNA1S","calcium voltage-gated channel subunit alpha1 S","HGNC:1397","1q32.1"
"CACNA2D4","Approved symbol","CACNA2D4","calcium voltage-gated channel auxiliary subunit alpha2delta 4","HGNC:20202","12p13.33"
"CACNB2","Approved symbol","CACNB2","calcium voltage-gated channel auxiliary subunit beta 2","HGNC:1402","10p12"
"CACNB4","Approved symbol","CACNB4","calcium voltage-gated channel auxiliary subunit beta 4","HGNC:1404","2q23.3"
"CACNG2","Approved symbol","CACNG2","calcium voltage-gated channel auxiliary subunit gamma 2","HGNC:1406","22q12.3"
"CAD","Approved symbol","CAD","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase","HGNC:1424","2p23.3"
"CAD","Alias symbol","B4GALNT2","beta-1,4-N-acetyl-galactosaminyltransferase 2 (SID blood group)","HGNC:24136","17q21.32"
"CAD","Alias symbol","ACOD1","aconitate decarboxylase 1","HGNC:33904","13q22.3"
"CAD","Alias symbol","DFFB","DNA fragmentation factor subunit beta","HGNC:2773","1p36.32"
"CALR","Approved symbol","CALR","calreticulin","HGNC:1455","19p13.13"
"CALR3","Approved symbol","CALR3","calreticulin 3","HGNC:20407","19p13.11"
"CAMK4","Approved symbol","CAMK4","calcium/calmodulin dependent protein kinase IV","HGNC:1464","5q22.1"
"CAMTA1","Approved symbol","CAMTA1","calmodulin binding transcription activator 1","HGNC:18806","1p36.31-p36.23"
"CANT1","Approved symbol","CANT1","calcium activated nucleotidase 1","HGNC:19721","17q25.3"
"CAPN10","Approved symbol","CAPN10","calpain 10","HGNC:1477","2q37.3"
"CAPN3","Approved symbol","CAPN3","calpain 3","HGNC:1480","15q15.1"
"CARD11","Approved symbol","CARD11","caspase recruitment domain family member 11","HGNC:16393","7p22.2"
"CARD9","Approved symbol","CARD9","caspase recruitment domain family member 9","HGNC:16391","9q34.3"
"CARM1","Approved symbol","CARM1","coactivator associated arginine methyltransferase 1","HGNC:23393","19p13.2"
"CARS","Previous symbol","CARS1","cysteinyl-tRNA synthetase 1","HGNC:1493","11p15.4"
"CARS1","Approved symbol","CARS1","cysteinyl-tRNA synthetase 1","HGNC:1493","11p15.4"
"CASK","Approved symbol","CASK","calcium/calmodulin dependent serine protein kinase","HGNC:1497","Xp11.4"
"CASP10","Approved symbol","CASP10","caspase 10","HGNC:1500","2q33.1"
"CASP3","Approved symbol","CASP3","caspase 3","HGNC:1504","4q35.1"
"CASP8","Approved symbol","CASP8","caspase 8","HGNC:1509","2q33.1"
"CASP9","Approved symbol","CASP9","caspase 9","HGNC:1511","1p36.21"
"CASR","Approved symbol","CASR","calcium sensing receptor","HGNC:1514","3q13.33-q21.1"
"CAT","Approved symbol","CAT","catalase","HGNC:1516","11p13"
"CATSPER1","Approved symbol","CATSPER1","cation channel sperm associated 1","HGNC:17116","11q13.1"
"CATSPER2","Approved symbol","CATSPER2","cation channel sperm associated 2","HGNC:18810","15q15.3"
"CAV1","Approved symbol","CAV1","caveolin 1","HGNC:1527","7q31.2"
"CAV3","Approved symbol","CAV3","caveolin 3","HGNC:1529","3p25.3"
"CAVIN1","Approved symbol","CAVIN1","caveolae associated protein 1","HGNC:9688","17q21.2"
"CAVIN4","Approved symbol","CAVIN4","caveolae associated protein 4","HGNC:33742","9q31.1"
"CBFA2T3","Approved symbol","CBFA2T3","CBFA2/RUNX1 partner transcriptional co-repressor 3","HGNC:1537","16q24.3"
"CBFB","Approved symbol","CBFB","core-binding factor subunit beta","HGNC:1539","16q22.1"
"CBL","Approved symbol","CBL","Cbl proto-oncogene","HGNC:1541","11q23.3"
"CBLB","Approved symbol","CBLB","Cbl proto-oncogene B","HGNC:1542","3q13.11"
"CBLB","Alias symbol","MMAB","metabolism of cobalamin associated B","HGNC:19331","12q24.11"
"CBLC","Approved symbol","CBLC","Cbl proto-oncogene C","HGNC:15961","19q13.32"
"CBLC","Alias symbol","MMACHC","metabolism of cobalamin associated C","HGNC:24525","1p34.1"
"CBS","Approved symbol","CBS","cystathionine beta-synthase","HGNC:1550","21q22.3"
"CBX2","Approved symbol","CBX2","chromobox 2","HGNC:1552","17q25.3"
"CC2D1A","Approved symbol","CC2D1A","coiled-coil and C2 domain containing 1A","HGNC:30237","19p13.12"
"CCDC121","Approved symbol","CCDC121","coiled-coil domain containing 121","HGNC:25833","2p23.3"
"CCDC122","Approved symbol","CCDC122","coiled-coil domain containing 122","HGNC:26478","13q14.11"
"CCDC39","Approved symbol","CCDC39","coiled-coil domain 39 molecular ruler complex subunit","HGNC:25244","3q26.33"
"CCDC40","Approved symbol","CCDC40","coiled-coil domain 40 molecular ruler complex subunit","HGNC:26090","17q25.3"
"CCDC6","Approved symbol","CCDC6","coiled-coil domain containing 6","HGNC:18782","10q21.2"
"CCHCR1","Approved symbol","CCHCR1","coiled-coil alpha-helical rod protein 1","HGNC:13930","6p21.33"
"CCM2","Approved symbol","CCM2","CCM2 scaffold protein","HGNC:21708","7p13"
"CCN6","Approved symbol","CCN6","cellular communication network factor 6","HGNC:12771","6q21"
"CCNB1IP1","Approved symbol","CCNB1IP1","cyclin B1 interacting protein 1","HGNC:19437","14q11.2"
"CCNB3","Approved symbol","CCNB3","cyclin B3","HGNC:18709","Xp11.22"
"CCNC","Approved symbol","CCNC","cyclin C","HGNC:1581","6q16.2"
"CCND1","Approved symbol","CCND1","cyclin D1","HGNC:1582","11q13.3"
"CCND2","Approved symbol","CCND2","cyclin D2","HGNC:1583","12p13.32"
"CCND3","Approved symbol","CCND3","cyclin D3","HGNC:1585","6p21.1"
"CCNE1","Approved symbol","CCNE1","cyclin E1","HGNC:1589","19q12"
"CCNQ","Approved symbol","CCNQ","cyclin Q","HGNC:28434","Xq28"
"CCNY","Approved symbol","CCNY","cyclin Y","HGNC:23354","10p11.21"
"CCR4","Approved symbol","CCR4","C-C motif chemokine receptor 4","HGNC:1605","3p22.3"
"CCR4","Alias symbol","CNOT6","CCR4-NOT transcription complex subunit 6","HGNC:14099","5q35.3"
"CCR5","Approved symbol","CCR5","C-C motif chemokine receptor 5","HGNC:1606","3p21.31"
"CCR7","Approved symbol","CCR7","C-C motif chemokine receptor 7","HGNC:1608","17q21.2"
"CCSER1","Approved symbol","CCSER1","coiled-coil serine rich protein 1","HGNC:29349","4q22.1"
"CCT5","Approved symbol","CCT5","chaperonin containing TCP1 subunit 5","HGNC:1618","5p15.2"
"CCT6B","Approved symbol","CCT6B","chaperonin containing TCP1 subunit 6B","HGNC:1621","17q12"
"CD19","Approved symbol","CD19","CD19 molecule","HGNC:1633","16p11.2"
"CD209","Approved symbol","CD209","CD209 molecule","HGNC:1641","19p13.2"
"CD22","Approved symbol","CD22","CD22 molecule","HGNC:1643","19q13.12"
"CD24","Approved symbol","CD24","CD24 molecule","HGNC:1645","6q21"
"CD247","Approved symbol","CD247","CD247 molecule","HGNC:1677","1q24.2"
"CD274","Approved symbol","CD274","CD274 molecule","HGNC:17635","9p24.1"
"CD276","Approved symbol","CD276","CD276 molecule","HGNC:19137","15q24.1"
"CD28","Approved symbol","CD28","CD28 molecule","HGNC:1653","2q33.2"
"CD2AP","Approved symbol","CD2AP","CD2 associated protein","HGNC:14258","6p12.3"
"CD36","Approved symbol","CD36","CD36 molecule (CD36 blood group)","HGNC:1663","7q21.11"
"CD40","Approved symbol","CD40","CD40 molecule","HGNC:11919","20q13.12"
"CD40LG","Approved symbol","CD40LG","CD40 ligand","HGNC:11935","Xq26.3"
"CD46","Approved symbol","CD46","CD46 molecule","HGNC:6953","1q32.2"
"CD58","Approved symbol","CD58","CD58 molecule","HGNC:1688","1p13.1"
"CD70","Approved symbol","CD70","CD70 molecule","HGNC:11937","19p13.3"
"CD74","Approved symbol","CD74","CD74 molecule","HGNC:1697","5q33.1"
"CD79A","Approved symbol","CD79A","CD79a molecule","HGNC:1698","19q13.2"
"CD79B","Approved symbol","CD79B","CD79b molecule","HGNC:1699","17q23.3"
"CD81","Approved symbol","CD81","CD81 molecule","HGNC:1701","11p15.5"
"CDAN1","Approved symbol","CDAN1","codanin 1","HGNC:1713","15q15.2"
"CDC42","Approved symbol","CDC42","cell division cycle 42","HGNC:1736","1p36.12"
"CDC5L","Approved symbol","CDC5L","cell division cycle 5 like","HGNC:1743","6p21.1"
"CDC73","Approved symbol","CDC73","cell division cycle 73","HGNC:16783","1q31.2"
"CDH1","Approved symbol","CDH1","cadherin 1","HGNC:1748","16q22.1"
"CDH1","Alias symbol","FZR1","fizzy and cell division cycle 20 related 1","HGNC:24824","19p13.3"
"CDH10","Approved symbol","CDH10","cadherin 10","HGNC:1749","5p14.2-p14.1"
"CDH11","Approved symbol","CDH11","cadherin 11","HGNC:1750","16q21"
"CDH15","Approved symbol","CDH15","cadherin 15","HGNC:1754","16q24.3"
"CDH17","Approved symbol","CDH17","cadherin 17","HGNC:1756","8q22.1"
"CDH2","Approved symbol","CDH2","cadherin 2","HGNC:1759","18q12.1"
"CDH23","Approved symbol","CDH23","cadherin related 23","HGNC:13733","10q22.1"
"CDH3","Approved symbol","CDH3","cadherin 3","HGNC:1762","16q22.1"
"CDH3","Previous symbol","CDH15","cadherin 15","HGNC:1754","16q24.3"
"CDH4","Approved symbol","CDH4","cadherin 4","HGNC:1763","20q13.33"
"CDHR1","Approved symbol","CDHR1","cadherin related family member 1","HGNC:14550","10q23.1"
"CDK12","Approved symbol","CDK12","cyclin dependent kinase 12","HGNC:24224","17q12"
"CDK4","Approved symbol","CDK4","cyclin dependent kinase 4","HGNC:1773","12q14.1"
"CDK6","Approved symbol","CDK6","cyclin dependent kinase 6","HGNC:1777","7q21.2"
"CDK8","Approved symbol","CDK8","cyclin dependent kinase 8","HGNC:1779","13q12.13"
"CDKAL1","Approved symbol","CDKAL1","CDKAL1 threonylcarbamoyladenosine tRNA methylthiotransferase","HGNC:21050","6p22.3"
"CDKL5","Approved symbol","CDKL5","cyclin dependent kinase like 5","HGNC:11411","Xp22.13"
"CDKN1A","Approved symbol","CDKN1A","cyclin dependent kinase inhibitor 1A","HGNC:1784","6p21.2"
"CDKN1A","Alias symbol","CDPF1","cysteine rich DPF motif domain containing 1","HGNC:33710","22q13.31"
"CDKN1B","Approved symbol","CDKN1B","cyclin dependent kinase inhibitor 1B","HGNC:1785","12p13.1"
"CDKN1C","Approved symbol","CDKN1C","cyclin dependent kinase inhibitor 1C","HGNC:1786","11p15.4"
"CDKN2A","Approved symbol","CDKN2A","cyclin dependent kinase inhibitor 2A","HGNC:1787","9p21.3"
"CDKN2B","Approved symbol","CDKN2B","cyclin dependent kinase inhibitor 2B","HGNC:1788","9p21.3"
"CDKN2C","Approved symbol","CDKN2C","cyclin dependent kinase inhibitor 2C","HGNC:1789","1p32.3"
"CDKN3","Approved symbol","CDKN3","cyclin dependent kinase inhibitor 3","HGNC:1791","14q22.2"
"CDON","Approved symbol","CDON","cell adhesion associated, oncogene regulated","HGNC:17104","11q24.2"
"CDSN","Approved symbol","CDSN","corneodesmosin","HGNC:1802","6p21.33"
"CDX2","Approved symbol","CDX2","caudal type homeobox 2","HGNC:1806","13q12.2"
"CEBPA","Approved symbol","CEBPA","CCAAT enhancer binding protein alpha","HGNC:1833","19q13.11"
"CEL","Approved symbol","CEL","carboxyl ester lipase","HGNC:1848","9q34.13"
"CENPA","Approved symbol","CENPA","centromere protein A","HGNC:1851","2p23.3"
"CENPC","Approved symbol","CENPC","centromere protein C","HGNC:1854","4q13.2"
"CENPC","Previous symbol","CENPCP1","centromere protein C pseudogene 1","HGNC:1855","12q21.33"
"CEP290","Approved symbol","CEP290","centrosomal protein 290","HGNC:29021","12q21.32"
"CEP43","Approved symbol","CEP43","centrosomal protein 43","HGNC:17012","6q27"
"CEP72","Approved symbol","CEP72","centrosomal protein 72","HGNC:25547","5p15.33"
"CEP89","Approved symbol","CEP89","centrosomal protein 89","HGNC:25907","19q13.11"
"CERKL","Approved symbol","CERKL","CERK like autophagy regulator","HGNC:21699","2q31.3"
"CETP","Approved symbol","CETP","cholesteryl ester transfer protein","HGNC:1869","16q13"
"CFAP126","Approved symbol","CFAP126","cilia and flagella associated protein 126","HGNC:32325","1q23.3"
"CFB","Approved symbol","CFB","complement factor B","HGNC:1037","6p21.33"
"CFC1","Approved symbol","CFC1","cryptic, EGF-CFC family member 1","HGNC:18292","2q21.1"
"CFD","Approved symbol","CFD","complement factor D","HGNC:2771","19p13.3"
"CFH","Approved symbol","CFH","complement factor H","HGNC:4883","1q31.3"
"CFHR5","Approved symbol","CFHR5","complement factor H related 5","HGNC:24668","1q31.3"
